Horodateur;Etes-vous :;Quel âge avez-vous ? (Juste mettre le nombre);De quelle province venez-vous ?;Habitez-vous :;Quel est votre code postal ?;En moyenne, combien de kilomètres effectuez-vous en voiture sur une année ?  [Avant la Covid-19];En moyenne, combien de kilomètres effectuez-vous en voiture sur une année ?  [Après la Covid-19];Depuis la Covid-19, vos déplacements en voiture;Quel est votre plus haut niveau d'étude ?;Vous êtes :;Travaillez-vous dans le secteur de l'énergie et/ou dans le domaine de l'environnement ?;Comment décririez-vous le revenu actuel de votre ménage ?;Avez-vous déjà rencontré un des problèmes suivants : [Inondation];Avez-vous déjà rencontré un des problèmes suivants : [Incendie];Avez-vous déjà rencontré un des problèmes suivants : [Pollution];Avant de participer à cette enquête, aviez-vous déjà entendu parler de l'utilisation de l'hydrogène dans le contexte de la production d'énergie ?;Evaluez votre connaissance à ce propos;Que pensez-vous de l'utilisation de l'hydrogène comme solution possible aux défis énergétiques et environnementaux ?;Avez-vous déjà pensé à acheter une voiture à hydrogène ? ;Comparées aux voitures à hydrogène, je pense que [Les voitures conventionnelles sont];Comparées aux voitures à hydrogène, je pense que [Les voitures hybrides sont];Comparées aux voitures à hydrogène, je pense que [Les voitures électriques sont];Comparées aux voitures à hydrogène, je pense que [Les voitures au gaz naturel comprimé (GNC) ou au gaz naturel liquéfié (GNL) sont]; [Etre mieux informé.e sur ce sujet]; [Pouvoir contribuer à l'élaboration des lois associées]; [Prix d'achat de la voiture à hydrogène]; [Prix de l'hydrogène]; [Prix des autres carburants]; [Sécurité de l'hydrogène]; [La présence de stations à hydrogène]; [Autonomie]; [Diminution des importations de combustibles]; [Réduction des émissions de gaz à effet de serre à l'origine du changement climatique]; [Réduction de la pollution atmosphérique locale dans les zones urbaines]; [Création d'opportunités pour les industries belges afin d'accroître leur capacité à fournir des technologies innovantes];"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [tout est égal (prix, confort, maintenance,..) aux autres sortes de voiture]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [des subsides sont fournis à l'achat]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [les voitures à diesel sont bannies des villes]";"A quel degré seriez-vous intéressé.e par l'achat d'une voiture à hydrogène si ... (sur une échelle de ""Pas du tout intéressé.e"" à ""Fortement intéressé.e"") [les voitures à essence sont bannies des villes]";Si une limitation de kilomètres par an pouvant être réalisés par des voitures polluantes (diesel/essence) existait, à quelle limitation passeriez-vous à une voiture plus propre ? 
1/4/2022 15:17:29;Homme;24;Liège;En centre ville;4000;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Etudiant;Oui;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;5;3;Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19);Une solution égale;Une meilleure solution;Une meilleure solution;Une solution égale;Peu important;Peu important;Fort important;Très important;Fort important;Très important;Très important;Très important;Fort important;Fort important;Fort important;Très important;Un peu intéressé.e;Moyennement intéressé.e;Peu intéressé.e;Peu intéressé.e;10 000 km
1/4/2022 15:30:30;Homme;27;Liège;En centre ville;4020;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Oui;Non;Oui;4;4;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une moins bonne solution;Fort important;Pas du tout important;Fort important;Moyennement important;Très important;Fort important;Très important;Très important;Très important;Très important;Très important;Moyennement important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;5 000 km
1/4/2022 16:16:01;Homme;26;Liège;A la campagne;4121;Plus de 20 000;Plus de 20 000;sont restés stables;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Non;1;3;Non;Une moins bonne solution;Une solution égale;Une meilleure solution;Une solution égale;Très important;Moyennement important;Moyennement important;Moyennement important;Fort important;Fort important;Très important;Très important;Fort important;Fort important;Fort important;Fort important;Un peu intéressé.e;Peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;20 000 km
1/4/2022 16:23:56;Homme;26;Liège;En centre ville;4000;Moins de 10 000;Moins de 10 000;Ont diminué;Master;Employé;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;4;Non;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une moins bonne solution;Fort important;Peu important;Très important;Très important;Fort important;Fort important;Très important;Très important;Très important;Très important;Très important;Fort important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;5 000 km
1/4/2022 16:26:21;Femme;23;Namur;A la campagne;5380;Plus de 20 000;Plus de 20 000;sont restés stables;Master;Employé;Oui;Je vis très confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;2;Non;Une solution égale;Une meilleure solution;Une meilleure solution;Une meilleure solution;Peu important;Peu important;Fort important;Très important;Très important;Très important;Très important;Très important;Fort important;Moyennement important;Très important;Peu important;Pas du tout intéressé.e;Peu intéressé.e;Moyennement intéressé.e;Un peu intéressé.e;20 000 km
1/4/2022 16:29:01;Homme;45;Hainaut;A la campagne;7390;Moins de 10 000;Moins de 10 000;sont restés stables;Professionnel;Chômeur;Non;Il est très difficile de vivre avec mon revenu actuel.;Non;Non;Oui;Oui;2;2;Non;Une solution égale;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Très important;Moyennement important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;20 000 km
1/4/2022 16:53:14;Homme;64;Luxembourg;A la campagne;6960;Plus de 20 000;Entre 10 000 et 15 000;Ont diminué;Bachelier;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;3;4;Non;Une moins bonne solution;Une solution égale;Une moins bonne solution;Une meilleure solution;Très important;Moyennement important;Fort important;Moyennement important;Moyennement important;Très important;Très important;Fort important;Moyennement important;Très important;Très important;Très important;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Moyennement intéressé.e;10 000 km
1/4/2022 16:54:11;Femme;24;Région de Bruxelles-Capitale;En périphérie;1200;Moins de 10 000;Moins de 10 000;Ont augmenté;Master;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;4;3;Non;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une moins bonne solution;Fort important;Pas du tout important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Très important;Très important;Très important;Peu important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;20 000 km
1/4/2022 17:30:29;Femme;24;Liège;En centre ville;4020;Moins de 10 000;Entre 10 000 et 15 000;Ont augmenté;Master;Indépendant;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;1;5;Non;Une moins bonne solution;Une solution égale;Une moins bonne solution;Une solution égale;Très important;Moyennement important;Fort important;Très important;Fort important;Très important;Très important;Très important;Fort important;Très important;Très important;Fort important;Fortement intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Fortement intéressé.e;20 000 km
1/4/2022 17:35:23;Homme;57;Liège;En centre ville;4020;Plus de 20 000;Plus de 20 000;sont restés stables;Master;Employé;Non;Je me débrouille avec mon revenu actuel;Oui;Non;Non;Oui;1;3;Non;Une solution égale;Une moins bonne solution;Une solution égale;Une solution égale;Très important;Moyennement important;Très important;Très important;Très important;Très important;Très important;Très important;Moyennement important;Très important;Très important;Fort important;Un peu intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;20 000 km
1/4/2022 18:00:13;Femme;23;Namur;A la campagne;5500;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Etudiant;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;2;3;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Fort important;Moyennement important;Moyennement important;Moyennement important;Fort important;Très important;Très important;Fort important;Fort important;Très important;Très important;Peu important;Peu intéressé.e;Moyennement intéressé.e;Peu intéressé.e;Moyennement intéressé.e;10 000 km
1/4/2022 18:00:38;Femme;42;Hainaut;A la campagne;7390;Moins de 10 000;Moins de 10 000;sont restés stables;Professionnel;Chômeur;Non;Il est très difficile de vivre avec mon revenu actuel.;Non;Non;Oui;Oui;2;3;Non;Une solution égale;Une solution égale;Une solution égale;Une solution égale;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Pas du tout intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;20 000 km
1/4/2022 18:30:00;Homme;70;Liège;En périphérie;4540;Entre 10 000 et 15 000;Moins de 10 000;Ont diminué;Bachelier;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;2;3;Non;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Très important;Moyennement important;Fort important;Très important;Très important;Très important;Fort important;Fort important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Un peu intéressé.e;Fortement intéressé.e;Fortement intéressé.e;10 000 km
1/4/2022 18:30:00;Homme;65;Liège;En périphérie;4624;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Secondaire;Retraité;Non;Je me débrouille avec mon revenu actuel;Oui;Non;Non;Non;2;2;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une solution égale;Moyennement important;Peu important;Très important;Très important;Très important;Moyennement important;Très important;Très important;Moyennement important;Fort important;Moyennement important;Peu important;Un peu intéressé.e;Un peu intéressé.e;Peu intéressé.e;Peu intéressé.e;20 000 km
1/4/2022 18:45:28;Homme;23;Brabant Wallon;En centre ville;1348;Moins de 10 000;Moins de 10 000;sont restés stables;Master;Etudiant;Non;Il est difficile de vivre avec mon revenu actuel;Non;Oui;Non;Oui;1;3;Non;Une solution égale;Une meilleure solution;Une meilleure solution;Une solution égale;Fort important;Peu important;Très important;Très important;Pas du tout important;Moyennement important;Très important;Très important;Moyennement important;Peu important;Peu important;Moyennement important;Fortement intéressé.e;Peu intéressé.e;Pas du tout intéressé.e;Pas du tout intéressé.e;20 000 km
1/4/2022 18:49:26;Femme;29;Liège;En centre ville;4020;Entre 15 000 et 20 000;Entre 15 000 et 20 000;sont restés stables;Doctorat;Indépendant;Non;Je vis confortablement avec mon revenu actuel;Oui;Non;Non;Non;1;4;Non;Une moins bonne solution;Une solution égale;Une meilleure solution;Une moins bonne solution;Fort important;Fort important;Fort important;Fort important;Fort important;Très important;Très important;Très important;Fort important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Pas du tout intéressé.e;Fortement intéressé.e;20 000 km
1/4/2022 19:08:21;Femme;23;Brabant Wallon;En périphérie;1341;Entre 15 000 et 20 000;Entre 15 000 et 20 000;Ont augmenté;Master;Employé;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;3;3;Oui, je le voulais avant la Covid-19 et je le désire encore plus;Une moins bonne solution;Une solution égale;Une solution égale;Une moins bonne solution;Très important;Très important;Très important;Fort important;Peu important;Très important;Très important;Fort important;Fort important;Très important;Très important;Fort important;Peu intéressé.e;Fortement intéressé.e;Un peu intéressé.e;Fortement intéressé.e;10 000 km
1/4/2022 19:29:27;Femme;55;Liège;En périphérie;4860;Plus de 20 000;Entre 15 000 et 20 000;Ont diminué;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Non;1;3;Non;Une solution égale;Une solution égale;Une solution égale;Une solution égale;Fort important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Fort important;Fortement intéressé.e;Un peu intéressé.e;Un peu intéressé.e;Un peu intéressé.e;10 000 km
1/4/2022 20:05:36;Homme;56;Liège;A la campagne;4652;Plus de 20 000;Plus de 20 000;Ont diminué;Bachelier;Employé;Non;Il est difficile de vivre avec mon revenu actuel;Non;Non;Non;Oui;5;4;Non;Une solution égale;Une meilleure solution;Une moins bonne solution;Une solution égale;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;Fortement intéressé.e;20 000 km
1/4/2022 20:51:23;Homme;24;Liège;A la campagne;4550;Entre 15 000 et 20 000;Entre 15 000 et 20 000;sont restés stables;Master;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;4;3;Non;Une meilleure solution;Une meilleure solution;Une meilleure solution;Une moins bonne solution;Peu important;Pas du tout important;Fort important;Fort important;Fort important;Très important;Très important;Fort important;Moyennement important;Moyennement important;Moyennement important;Fort important;Moyennement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;10 000 km
1/4/2022 21:06:23;Femme;65;Liège;En centre ville;4000;Entre 15 000 et 20 000;Entre 15 000 et 20 000;sont restés stables;Bachelier;Retraité;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;1;3;Oui, j'en ai acheté une;Une solution égale;Une solution égale;Une solution égale;Une meilleure solution;Très important;Fort important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Fort important;Fort important;Très important;Fortement intéressé.e;Fortement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;20 000 km
1/5/2022 2:14:17;Homme;22;Namur;A la campagne;5032;Moins de 10 000;Moins de 10 000;Ont diminué;Master;Etudiant;Oui;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Oui;5;2;Oui, je le voulais avant la Covid-19 mais j'ai changé d'avis;Une moins bonne solution;Une moins bonne solution;Une solution égale;Une solution égale;Peu important;Moyennement important;Peu important;Peu important;Moyennement important;Moyennement important;Fort important;Fort important;Peu important;Peu important;Fort important;Fort important;Un peu intéressé.e;Un peu intéressé.e;Fortement intéressé.e;Fortement intéressé.e;2 500 km
1/5/2022 7:50:45;Homme;57;Liège;En périphérie;4860;Plus de 20 000;Plus de 20 000;sont restés stables;Secondaire;Employé;Non;Je me débrouille avec mon revenu actuel;Oui;Non;Non;Oui;2;4;Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19);Une solution égale;Une solution égale;Une moins bonne solution;Une moins bonne solution;Fort important;Moyennement important;Fort important;Fort important;Très important;Moyennement important;Très important;Fort important;Fort important;Fort important;Fort important;Fort important;Fortement intéressé.e;Fortement intéressé.e;Peu intéressé.e;Peu intéressé.e;20 000 km
1/5/2022 12:03:27;Homme;66;Liège;En périphérie;4041;Moins de 10 000;Moins de 10 000;sont restés stables;Secondaire;Retraité;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;1;5;Non;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Une moins bonne solution;Très important;Moyennement important;Moyennement important;Très important;Moyennement important;Très important;Très important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;10 000 km
1/5/2022 19:28:48;Femme;48;Liège;En centre ville;4000;Entre 10 000 et 15 000;Entre 10 000 et 15 000;sont restés stables;Master;Indépendant;Non;Je me débrouille avec mon revenu actuel;Non;Non;Non;Oui;2;3;Non;Une moins bonne solution;Une solution égale;Une solution égale;Une moins bonne solution;Très important;Moyennement important;Fort important;Fort important;Moyennement important;Très important;Fort important;Très important;Très important;Très important;Très important;Très important;Fortement intéressé.e;Un peu intéressé.e;Peu intéressé.e;Fortement intéressé.e;20 000 km
1/5/2022 20:27:39;Homme;69;Liège;A la campagne;4800;Plus de 20 000;Plus de 20 000;sont restés stables;Secondaire;Retraité;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Non;2;3;Non;Une solution égale;Une meilleure solution;Une moins bonne solution;Une solution égale;Moyennement important;Peu important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Moyennement important;Fort important;Moyennement important;Moyennement important;Moyennement important;Fort important;Moyennement intéressé.e;Un peu intéressé.e;Peu intéressé.e;Peu intéressé.e;20 000 km
1/5/2022 20:39:45;Homme;38;Liège;En centre ville;4970;Plus de 20 000;Plus de 20 000;Ont diminué;Bachelier;Employé;Non;Je vis confortablement avec mon revenu actuel;Non;Non;Non;Non;1;4;Non;Une moins bonne solution;Une solution égale;Une meilleure solution;Une meilleure solution;Fort important;Moyennement important;Moyennement important;Fort important;Moyennement important;Fort important;Fort important;Fort important;Moyennement important;Fort important;Fort important;Moyennement important;Fortement intéressé.e;Fortement intéressé.e;Moyennement intéressé.e;Moyennement intéressé.e;20 000 km
