sex,age,Province,livingPlace,zipCode,kmYear_beforeCovid,kmYear_afterCovid,BeforeAfterCovid,studyYear,Profession,environment_Know,revenu,had_Inondation,had_Fire,had_Pollution,H2_Know,know_Evaluation,h2_VS_envi,carH2_idea,conventional_car,hybrides_car,electric_car,gaz_car,subject_know,law_elaboration,h2_purchasePrice,h2_price,otherfuel_price,h2_security,h2_station,h2_automony,dimImportation,gazReduction,atmos_reduction_urban,Belgium_company,everything_equal,subside,diesel_no_in_town,essence_no_in_town,km_limitation
Homme,57,Liège,En centre ville,4020,Plus de 20 000,Plus de 20 000,sont restés stables,Master,Employé,Non,Je me débrouille avec mon revenu actuel,Oui,Non,Non,Oui,1,3,Non,Une solution égale,Une moins bonne solution,Une solution égale,Une solution égale,Très important,Moyennement important,Très important,Très important,Très important,Très important,Très important,Très important,Moyennement important,Très important,Très important,Fort important,Un peu intéressé.e,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,20 000 km
Femme,23,Namur,A la campagne,5500,Moins de 10 000,Moins de 10 000,sont restés stables,Master,Etudiant,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,2,3,Non,Une moins bonne solution,Une solution égale,Une solution égale,Une solution égale,Fort important,Moyennement important,Moyennement important,Moyennement important,Fort important,Très important,Très important,Fort important,Fort important,Très important,Très important,Peu important,Peu intéressé.e,Moyennement intéressé.e,Peu intéressé.e,Moyennement intéressé.e,10 000 km
Femme,42,Hainaut,A la campagne,7390,Moins de 10 000,Moins de 10 000,sont restés stables,Professionnel,Chômeur,Non,Il est très difficile de vivre avec mon revenu actuel.,Non,Non,Oui,Oui,2,3,Non,Une solution égale,Une solution égale,Une solution égale,Une solution égale,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Pas du tout intéressé.e,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,20 000 km
Homme,70,Liège,En périphérie,4540,Entre 10 000 et 15 000,Moins de 10 000,Ont diminué,Bachelier,Retraité,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,2,3,Non,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Très important,Moyennement important,Fort important,Très important,Très important,Très important,Fort important,Fort important,Très important,Très important,Très important,Très important,Fortement intéressé.e,Un peu intéressé.e,Fortement intéressé.e,Fortement intéressé.e,10 000 km
Homme,65,Liège,En périphérie,4624,Entre 10 000 et 15 000,Entre 10 000 et 15 000,sont restés stables,Secondaire,Retraité,Non,Je me débrouille avec mon revenu actuel,Oui,Non,Non,Non,2,2,Non,Une moins bonne solution,Une solution égale,Une solution égale,Une solution égale,Moyennement important,Peu important,Très important,Très important,Très important,Moyennement important,Très important,Très important,Moyennement important,Fort important,Moyennement important,Peu important,Un peu intéressé.e,Un peu intéressé.e,Peu intéressé.e,Peu intéressé.e,20 000 km
Homme,23,Brabant Wallon,En centre ville,1348,Moins de 10 000,Moins de 10 000,sont restés stables,Master,Etudiant,Non,Il est difficile de vivre avec mon revenu actuel,Non,Oui,Non,Oui,1,3,Non,Une solution égale,Une meilleure solution,Une meilleure solution,Une solution égale,Fort important,Peu important,Très important,Très important,Pas du tout important,Moyennement important,Très important,Très important,Moyennement important,Peu important,Peu important,Moyennement important,Fortement intéressé.e,Peu intéressé.e,Pas du tout intéressé.e,Pas du tout intéressé.e,20 000 km
Femme,29,Liège,En centre ville,4020,Entre 15 000 et 20 000,Entre 15 000 et 20 000,sont restés stables,Doctorat,Indépendant,Non,Je vis confortablement avec mon revenu actuel,Oui,Non,Non,Non,1,4,Non,Une moins bonne solution,Une solution égale,Une meilleure solution,Une moins bonne solution,Fort important,Fort important,Fort important,Fort important,Fort important,Très important,Très important,Très important,Fort important,Très important,Très important,Très important,Fortement intéressé.e,Fortement intéressé.e,Pas du tout intéressé.e,Fortement intéressé.e,20 000 km
Femme,23,Brabant Wallon,En périphérie,1341,Entre 15 000 et 20 000,Entre 15 000 et 20 000,Ont augmenté,Master,Employé,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,3,3,"Oui, je le voulais avant la Covid-19 et je le désire encore plus",Une moins bonne solution,Une solution égale,Une solution égale,Une moins bonne solution,Très important,Très important,Très important,Fort important,Peu important,Très important,Très important,Fort important,Fort important,Très important,Très important,Fort important,Peu intéressé.e,Fortement intéressé.e,Un peu intéressé.e,Fortement intéressé.e,10 000 km
Femme,55,Liège,En périphérie,4860,Plus de 20 000,Entre 15 000 et 20 000,Ont diminué,Master,Employé,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Non,1,3,Non,Une solution égale,Une solution égale,Une solution égale,Une solution égale,Fort important,Moyennement important,Moyennement important,Moyennement important,Moyennement important,Fort important,Fort important,Fort important,Fort important,Fort important,Fort important,Fort important,Fortement intéressé.e,Un peu intéressé.e,Un peu intéressé.e,Un peu intéressé.e,10 000 km
Homme,56,Liège,A la campagne,4652,Plus de 20 000,Plus de 20 000,Ont diminué,Bachelier,Employé,Non,Il est difficile de vivre avec mon revenu actuel,Non,Non,Non,Oui,5,4,Non,Une solution égale,Une meilleure solution,Une moins bonne solution,Une solution égale,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,Fortement intéressé.e,20 000 km
Homme,24,Liège,A la campagne,4550,Entre 15 000 et 20 000,Entre 15 000 et 20 000,sont restés stables,Master,Employé,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,4,3,Non,Une meilleure solution,Une meilleure solution,Une meilleure solution,Une moins bonne solution,Peu important,Pas du tout important,Fort important,Fort important,Fort important,Très important,Très important,Fort important,Moyennement important,Moyennement important,Moyennement important,Fort important,Moyennement intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,10 000 km
Femme,65,Liège,En centre ville,4000,Entre 15 000 et 20 000,Entre 15 000 et 20 000,sont restés stables,Bachelier,Retraité,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,1,3,"Oui, j'en ai acheté une",Une solution égale,Une solution égale,Une solution égale,Une meilleure solution,Très important,Fort important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Fort important,Fort important,Très important,Fortement intéressé.e,Fortement intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,20 000 km
Homme,22,Namur,A la campagne,5032,Moins de 10 000,Moins de 10 000,Ont diminué,Master,Etudiant,Oui,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,5,2,"Oui, je le voulais avant la Covid-19 mais j'ai changé d'avis",Une moins bonne solution,Une moins bonne solution,Une solution égale,Une solution égale,Peu important,Moyennement important,Peu important,Peu important,Moyennement important,Moyennement important,Fort important,Fort important,Peu important,Peu important,Fort important,Fort important,Un peu intéressé.e,Un peu intéressé.e,Fortement intéressé.e,Fortement intéressé.e,2 500 km
Homme,57,Liège,En périphérie,4860,Plus de 20 000,Plus de 20 000,sont restés stables,Secondaire,Employé,Non,Je me débrouille avec mon revenu actuel,Oui,Non,Non,Oui,2,4,"Oui, mais finalement je me suis dirigé.e vers autre chose (autre raison que la Covid-19)",Une solution égale,Une solution égale,Une moins bonne solution,Une moins bonne solution,Fort important,Moyennement important,Fort important,Fort important,Très important,Moyennement important,Très important,Fort important,Fort important,Fort important,Fort important,Fort important,Fortement intéressé.e,Fortement intéressé.e,Peu intéressé.e,Peu intéressé.e,20 000 km
Homme,66,Liège,En périphérie,4041,Moins de 10 000,Moins de 10 000,sont restés stables,Secondaire,Retraité,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,1,5,Non,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Très important,Moyennement important,Moyennement important,Très important,Moyennement important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Fortement intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,10 000 km
Femme,48,Liège,En centre ville,4000,Entre 10 000 et 15 000,Entre 10 000 et 15 000,sont restés stables,Master,Indépendant,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,2,3,Non,Une moins bonne solution,Une solution égale,Une solution égale,Une moins bonne solution,Très important,Moyennement important,Fort important,Fort important,Moyennement important,Très important,Fort important,Très important,Très important,Très important,Très important,Très important,Fortement intéressé.e,Un peu intéressé.e,Peu intéressé.e,Fortement intéressé.e,20 000 km
Homme,69,Liège,A la campagne,4800,Plus de 20 000,Plus de 20 000,sont restés stables,Secondaire,Retraité,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Non,2,3,Non,Une solution égale,Une meilleure solution,Une moins bonne solution,Une solution égale,Moyennement important,Peu important,Moyennement important,Moyennement important,Moyennement important,Moyennement important,Moyennement important,Fort important,Moyennement important,Moyennement important,Moyennement important,Fort important,Moyennement intéressé.e,Un peu intéressé.e,Peu intéressé.e,Peu intéressé.e,20 000 km
Homme,38,Liège,En centre ville,4970,Plus de 20 000,Plus de 20 000,Ont diminué,Bachelier,Employé,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Non,1,4,Non,Une moins bonne solution,Une solution égale,Une meilleure solution,Une meilleure solution,Fort important,Moyennement important,Moyennement important,Fort important,Moyennement important,Fort important,Fort important,Fort important,Moyennement important,Fort important,Fort important,Moyennement important,Fortement intéressé.e,Fortement intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,20 000 km
Homme,24,Liège,En centre ville,4000,Moins de 10 000,Moins de 10 000,sont restés stables,Master,Employé,Non,Je vis confortablement avec mon revenu actuel,Oui,Oui,Oui,Oui,2,4,Non,Une solution égale,Une solution égale,Une solution égale,Une moins bonne solution,Fort important,Moyennement important,Fort important,Fort important,Fort important,Très important,Très important,Fort important,Pas du tout important,Très important,Fort important,Fort important,Un peu intéressé.e,Un peu intéressé.e,Un peu intéressé.e,Un peu intéressé.e,10 000 km
Homme,37,Liège,A la campagne,4470,Plus de 20 000,Plus de 20 000,sont restés stables,Master,Employé,Oui,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,3,4,Non,Une moins bonne solution,Une moins bonne solution,Une moins bonne solution,Une solution égale,Fort important,Moyennement important,Fort important,Fort important,Moyennement important,Très important,Fort important,Fort important,Fort important,Fort important,Fort important,Très important,Fortement intéressé.e,Un peu intéressé.e,Peu intéressé.e,Peu intéressé.e,10 000 km
Femme,34,Liège,En centre ville,4000,Entre 15 000 et 20 000,Entre 15 000 et 20 000,sont restés stables,Master,Employé,Non,Je vis confortablement avec mon revenu actuel,Non,Non,Non,Oui,4,2,Non,Une moins bonne solution,Une moins bonne solution,Une solution égale,Une solution égale,Fort important,Pas du tout important,Très important,Fort important,Pas du tout important,Peu important,Fort important,Fort important,Peu important,Fort important,Très important,Peu important,Fortement intéressé.e,Peu intéressé.e,Fortement intéressé.e,Fortement intéressé.e,10 000 km
Homme,20,Liège,A la campagne,4300,Entre 10 000 et 15 000,Entre 10 000 et 15 000,sont restés stables,Bachelier,Etudiant,Non,Je vis très confortablement avec mon revenu actuel,Non,Non,Non,Oui,4,5,Non,Une solution égale,Une solution égale,Une moins bonne solution,Une meilleure solution,Fort important,Moyennement important,Très important,Très important,Très important,Moyennement important,Très important,Très important,Moyennement important,Moyennement important,Moyennement important,Fort important,Moyennement intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,Moyennement intéressé.e,20 000 km
Femme,73,Liège,En périphérie,4031,Entre 10 000 et 15 000,Entre 10 000 et 15 000,sont restés stables,Master,Retraité,Non,Je me débrouille avec mon revenu actuel,Non,Non,Non,Oui,2,3,Non,Une moins bonne solution,Une solution égale,Une solution égale,Une solution égale,Fort important,Fort important,Fort important,Fort important,Fort important,Très important,Très important,Très important,Très important,Très important,Très important,Très important,Moyennement intéressé.e,Peu intéressé.e,Peu intéressé.e,Peu intéressé.e,10 000 km
